Match,T1P1 vs T2P6 runs,T1P1 vs T2P6 balls,T1P1 vs T2P6 wickets,T1P1 vs T2P7 runs,T1P1 vs T2P7 balls,T1P1 vs T2P7 wickets,T1P1 vs T2P8 runs,T1P1 vs T2P8 balls,T1P1 vs T2P8 wickets,T1P1 vs T2P9 runs,T1P1 vs T2P9 balls,T1P1 vs T2P9 wickets,T1P1 vs T2P10 runs,T1P1 vs T2P10 balls,T1P1 vs T2P10 wickets,T1P1 vs T2P11 runs,T1P1 vs T2P11 balls,T1P1 vs T2P11 wickets,T1P2 vs T2P6 runs,T1P2 vs T2P6 balls,T1P2 vs T2P6 wickets,T1P2 vs T2P7 runs,T1P2 vs T2P7 balls,T1P2 vs T2P7 wickets,T1P2 vs T2P8 runs,T1P2 vs T2P8 balls,T1P2 vs T2P8 wickets,T1P2 vs T2P9 runs,T1P2 vs T2P9 balls,T1P2 vs T2P9 wickets,T1P2 vs T2P10 runs,T1P2 vs T2P10 balls,T1P2 vs T2P10 wickets,T1P2 vs T2P11 runs,T1P2 vs T2P11 balls,T1P2 vs T2P11 wickets,T1P3 vs T2P6 runs,T1P3 vs T2P6 balls,T1P3 vs T2P6 wickets,T1P3 vs T2P7 runs,T1P3 vs T2P7 balls,T1P3 vs T2P7 wickets,T1P3 vs T2P8 runs,T1P3 vs T2P8 balls,T1P3 vs T2P8 wickets,T1P3 vs T2P9 runs,T1P3 vs T2P9 balls,T1P3 vs T2P9 wickets,T1P3 vs T2P10 runs,T1P3 vs T2P10 balls,T1P3 vs T2P10 wickets,T1P3 vs T2P11 runs,T1P3 vs T2P11 balls,T1P3 vs T2P11 wickets,T1P4 vs T2P6 runs,T1P4 vs T2P6 balls,T1P4 vs T2P6 wickets,T1P4 vs T2P7 runs,T1P4 vs T2P7 balls,T1P4 vs T2P7 wickets,T1P4 vs T2P8 runs,T1P4 vs T2P8 balls,T1P4 vs T2P8 wickets,T1P4 vs T2P9 runs,T1P4 vs T2P9 balls,T1P4 vs T2P9 wickets,T1P4 vs T2P10 runs,T1P4 vs T2P10 balls,T1P4 vs T2P10 wickets,T1P4 vs T2P11 runs,T1P4 vs T2P11 balls,T1P4 vs T2P11 wickets,T1P5 vs T2P6 runs,T1P5 vs T2P6 balls,T1P5 vs T2P6 wickets,T1P5 vs T2P7 runs,T1P5 vs T2P7 balls,T1P5 vs T2P7 wickets,T1P5 vs T2P8 runs,T1P5 vs T2P8 balls,T1P5 vs T2P8 wickets,T1P5 vs T2P9 runs,T1P5 vs T2P9 balls,T1P5 vs T2P9 wickets,T1P5 vs T2P10 runs,T1P5 vs T2P10 balls,T1P5 vs T2P10 wickets,T1P5 vs T2P11 runs,T1P5 vs T2P11 balls,T1P5 vs T2P11 wickets,T1P6 vs T2P6 runs,T1P6 vs T2P6 balls,T1P6 vs T2P6 wickets,T1P6 vs T2P7 runs,T1P6 vs T2P7 balls,T1P6 vs T2P7 wickets,T1P6 vs T2P8 runs,T1P6 vs T2P8 balls,T1P6 vs T2P8 wickets,T1P6 vs T2P9 runs,T1P6 vs T2P9 balls,T1P6 vs T2P9 wickets,T1P6 vs T2P10 runs,T1P6 vs T2P10 balls,T1P6 vs T2P10 wickets,T1P6 vs T2P11 runs,T1P6 vs T2P11 balls,T1P6 vs T2P11 wickets,T1P7 vs T2P6 runs,T1P7 vs T2P6 balls,T1P7 vs T2P6 wickets,T1P7 vs T2P7 runs,T1P7 vs T2P7 balls,T1P7 vs T2P7 wickets,T1P7 vs T2P8 runs,T1P7 vs T2P8 balls,T1P7 vs T2P8 wickets,T1P7 vs T2P9 runs,T1P7 vs T2P9 balls,T1P7 vs T2P9 wickets,T1P7 vs T2P10 runs,T1P7 vs T2P10 balls,T1P7 vs T2P10 wickets,T1P7 vs T2P11 runs,T1P7 vs T2P11 balls,T1P7 vs T2P11 wickets,T2P1 vs T1P6 runs,T2P1 vs T1P6 balls,T2P1 vs T1P6 wickets,T2P1 vs T1P7 runs,T2P1 vs T1P7 balls,T2P1 vs T1P7 wickets,T2P1 vs T1P8 runs,T2P1 vs T1P8 balls,T2P1 vs T1P8 wickets,T2P1 vs T1P9 runs,T2P1 vs T1P9 balls,T2P1 vs T1P9 wickets,T2P1 vs T1P10 runs,T2P1 vs T1P10 balls,T2P1 vs T1P10 wickets,T2P1 vs T1P11 runs,T2P1 vs T1P11 balls,T2P1 vs T1P11 wickets,T2P2 vs T1P6 runs,T2P2 vs T1P6 balls,T2P2 vs T1P6 wickets,T2P2 vs T1P7 runs,T2P2 vs T1P7 balls,T2P2 vs T1P7 wickets,T2P2 vs T1P8 runs,T2P2 vs T1P8 balls,T2P2 vs T1P8 wickets,T2P2 vs T1P9 runs,T2P2 vs T1P9 balls,T2P2 vs T1P9 wickets,T2P2 vs T1P10 runs,T2P2 vs T1P10 balls,T2P2 vs T1P10 wickets,T2P2 vs T1P11 runs,T2P2 vs T1P11 balls,T2P2 vs T1P11 wickets,T2P3 vs T1P6 runs,T2P3 vs T1P6 balls,T2P3 vs T1P6 wickets,T2P3 vs T1P7 runs,T2P3 vs T1P7 balls,T2P3 vs T1P7 wickets,T2P3 vs T1P8 runs,T2P3 vs T1P8 balls,T2P3 vs T1P8 wickets,T2P3 vs T1P9 runs,T2P3 vs T1P9 balls,T2P3 vs T1P9 wickets,T2P3 vs T1P10 runs,T2P3 vs T1P10 balls,T2P3 vs T1P10 wickets,T2P3 vs T1P11 runs,T2P3 vs T1P11 balls,T2P3 vs T1P11 wickets,T2P4 vs T1P6 runs,T2P4 vs T1P6 balls,T2P4 vs T1P6 wickets,T2P4 vs T1P7 runs,T2P4 vs T1P7 balls,T2P4 vs T1P7 wickets,T2P4 vs T1P8 runs,T2P4 vs T1P8 balls,T2P4 vs T1P8 wickets,T2P4 vs T1P9 runs,T2P4 vs T1P9 balls,T2P4 vs T1P9 wickets,T2P4 vs T1P10 runs,T2P4 vs T1P10 balls,T2P4 vs T1P10 wickets,T2P4 vs T1P11 runs,T2P4 vs T1P11 balls,T2P4 vs T1P11 wickets,T2P5 vs T1P6 runs,T2P5 vs T1P6 balls,T2P5 vs T1P6 wickets,T2P5 vs T1P7 runs,T2P5 vs T1P7 balls,T2P5 vs T1P7 wickets,T2P5 vs T1P8 runs,T2P5 vs T1P8 balls,T2P5 vs T1P8 wickets,T2P5 vs T1P9 runs,T2P5 vs T1P9 balls,T2P5 vs T1P9 wickets,T2P5 vs T1P10 runs,T2P5 vs T1P10 balls,T2P5 vs T1P10 wickets,T2P5 vs T1P11 runs,T2P5 vs T1P11 balls,T2P5 vs T1P11 wickets,T2P6 vs T1P6 runs,T2P6 vs T1P6 balls,T2P6 vs T1P6 wickets,T2P6 vs T1P7 runs,T2P6 vs T1P7 balls,T2P6 vs T1P7 wickets,T2P6 vs T1P8 runs,T2P6 vs T1P8 balls,T2P6 vs T1P8 wickets,T2P6 vs T1P9 runs,T2P6 vs T1P9 balls,T2P6 vs T1P9 wickets,T2P6 vs T1P10 runs,T2P6 vs T1P10 balls,T2P6 vs T1P10 wickets,T2P6 vs T1P11 runs,T2P6 vs T1P11 balls,T2P6 vs T1P11 wickets,T2P7 vs T1P6 runs,T2P7 vs T1P6 balls,T2P7 vs T1P6 wickets,T2P7 vs T1P7 runs,T2P7 vs T1P7 balls,T2P7 vs T1P7 wickets,T2P7 vs T1P8 runs,T2P7 vs T1P8 balls,T2P7 vs T1P8 wickets,T2P7 vs T1P9 runs,T2P7 vs T1P9 balls,T2P7 vs T1P9 wickets,T2P7 vs T1P10 runs,T2P7 vs T1P10 balls,T2P7 vs T1P10 wickets,T2P7 vs T1P11 runs,T2P7 vs T1P11 balls,T2P7 vs T1P11 wickets,T1P1 last3_bat runs,T1P1 last3_bat balls,T1P1 last3_bat wickets,T1P2 last3_bat runs,T1P2 last3_bat balls,T1P2 last3_bat wickets,T1P3 last3_bat runs,T1P3 last3_bat balls,T1P3 last3_bat wickets,T1P4 last3_bat runs,T1P4 last3_bat balls,T1P4 last3_bat wickets,T1P5 last3_bat runs,T1P5 last3_bat balls,T1P5 last3_bat wickets,T1P6 last3_bat runs,T1P6 last3_bat balls,T1P6 last3_bat wickets,T1P7 last3_bat runs,T1P7 last3_bat balls,T1P7 last3_bat wickets,T2P1 last3_bat runs,T2P1 last3_bat balls,T2P1 last3_bat wickets,T2P2 last3_bat runs,T2P2 last3_bat balls,T2P2 last3_bat wickets,T2P3 last3_bat runs,T2P3 last3_bat balls,T2P3 last3_bat wickets,T2P4 last3_bat runs,T2P4 last3_bat balls,T2P4 last3_bat wickets,T2P5 last3_bat runs,T2P5 last3_bat balls,T2P5 last3_bat wickets,T2P6 last3_bat runs,T2P6 last3_bat balls,T2P6 last3_bat wickets,T2P7 last3_bat runs,T2P7 last3_bat balls,T2P7 last3_bat wickets,T1P6 last3_bowl runs,T1P6 last3_bowl balls,T1P6 last3_bowl wickets,T1P7 last3_bowl runs,T1P7 last3_bowl balls,T1P7 last3_bowl wickets,T1P8 last3_bowl runs,T1P8 last3_bowl balls,T1P8 last3_bowl wickets,T1P9 last3_bowl runs,T1P9 last3_bowl balls,T1P9 last3_bowl wickets,T1P10 last3_bowl runs,T1P10 last3_bowl balls,T1P10 last3_bowl wickets,T1P11 last3_bowl runs,T1P11 last3_bowl balls,T1P11 last3_bowl wickets,T2P6 last3_bowl runs,T2P6 last3_bowl balls,T2P6 last3_bowl wickets,T2P7 last3_bowl runs,T2P7 last3_bowl balls,T2P7 last3_bowl wickets,T2P8 last3_bowl runs,T2P8 last3_bowl balls,T2P8 last3_bowl wickets,T2P9 last3_bowl runs,T2P9 last3_bowl balls,T2P9 last3_bowl wickets,T2P10 last3_bowl runs,T2P10 last3_bowl balls,T2P10 last3_bowl wickets,T2P11 last3_bowl runs,T2P11 last3_bowl balls,T2P11 last3_bowl wickets,T1 wins at stadium,T1 losses at stadium,T2 wins at stadium,T2 losses at stadium,T1 vs T2 win ratio,T2 vs T1 win ratio,Won defending at stadium,Won chasing at stadium,T1 fourth last match result,T1 third last match result,T1 second last match result,T1 last match result,T2 fourth last match result,T2 third last match result,T2 second last match result,T2 last match result,match result
438,,,,,,,10,14,2,,,,,,,9,5,0,,,,,,,14,13,2,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,18,11,1,,,,,,,6,7,1,,,,,,,,,,,,,,,,,,,,,,1,4,1,,,,,,,2,2,0,0,5,1,,,,,,,,,,,,,,,,,,,24,16,2,0,3,0,,,,33,35,2,44,17,1,23,16,0,,,,,,,,,,,,,0,1,1,1,5,0,,,,,,,,,,,,,,,,,,,11,4,0,27,11,0,,,,6,5,0,36,11,1,2,4,0,2,8,0,0,2,0,,,,,,,6,2,0,4,5,1,5,3,0,,,,,,,6,10,0,1,1,0,4,2,1,,,,,,,,,,,,,,,,,,,81,79,3,48,39,3,37,25,1,73,47,1,,,,26,24,0,,,,132,97,3,,,,,,,129,63,3,126,75,3,53,31,1,,,,55,41,0,78,58,0,,,,84,72,0,69,60,0,59,72,0,,,,70,72,0,97,66,0,,,,79,60,0,94,72,0,10,10,2,1,45.45,54.55,8,11,0,1,1,0,0,1,1,0,Team2
439,,,,,,,,,,1,5,0,1,1,0,1,1,0,,,,,,,4,5,1,0,4,1,8,5,0,4,3,0,,,,,,,42,25,3,27,25,0,13,11,0,6,12,1,,,,,,,95,74,1,113,57,2,56,45,2,28,31,3,,,,,,,14,10,0,1,3,1,,,,5,7,1,,,,,,,41,31,1,11,7,0,18,12,1,11,11,0,,,,,,,,,,2,4,0,,,,9,6,0,42,32,3,,,,61,35,0,57,56,1,16,9,0,38,41,0,5,10,1,,,,27,35,4,26,25,2,5,7,0,41,34,5,32,26,1,,,,39,39,2,16,29,4,2,2,0,57,53,2,31,22,1,,,,35,21,0,55,42,0,,,,93,47,3,2,3,0,,,,10,7,0,14,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,102,3,18,20,3,160,116,3,84,70,2,42,22,2,16,19,1,27,14,1,173,114,3,146,119,2,73,70,1,61,43,2,30,23,2,,,,48,49,2,70,33,0,,,,71,72,0,83,70,0,83,66,0,100,66,0,,,,,,,82,66,0,96,72,0,87,66,0,86,72,0,,,2,0,72.73,27.27,4,2,1,1,0,1,0,0,1,1,Team2
440,,,,,,,37,32,1,,,,,,,10,8,0,,,,,,,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,1,,,,,,,,,,,,,,,,5,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,12,13,0,,,,6,7,1,,,,,,,,,,4,4,0,,,,,,,,,,16,17,2,,,,15,18,0,16,7,0,15,13,1,,,,9,6,0,,,,5,5,0,9,10,0,3,4,0,,,,,,,,,,5,6,0,7,7,1,,,,,,,2,3,0,,,,9,14,1,1,2,0,,,,,,,24,13,0,,,,,,,2,2,0,1,2,0,28,32,3,76,59,3,,,,66,55,3,35,38,2,,,,,,,74,60,3,58,50,3,76,54,3,92,63,2,31,21,2,55,54,2,68,46,1,,,,106,70,0,,,,67,54,0,55,48,0,96,72,0,,,,,,,92,68,0,,,,,,,77,48,0,4,2,1,0,50,50,4,2,1,0,1,0,0,0,0,0,Team1
441,,,,,,,,,,6,7,2,,,,,,,,,,,,,,,,10,12,0,,,,10,11,0,,,,16,10,0,,,,7,12,1,,,,12,12,1,,,,,,,,,,,,,,,,7,10,0,,,,13,5,0,,,,9,5,0,,,,13,8,1,,,,,,,,,,27,22,0,,,,,,,,,,0,1,1,,,,2,6,1,,,,,,,0,1,1,,,,34,33,3,22,9,0,,,,,,,4,3,1,,,,13,16,1,,,,18,15,1,,,,32,34,1,,,,79,62,0,,,,8,9,0,,,,39,31,0,,,,22,23,2,,,,0,1,1,,,,3,5,0,,,,28,26,0,,,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,90,3,52,43,2,56,41,3,,,,71,48,1,34,21,2,12,8,1,45,55,3,44,43,2,14,21,3,144,75,3,154,78,2,,,,,,,89,66,0,,,,109,60,0,96,66,0,97,72,0,,,,,,,,,,104,66,0,,,,92,72,0,119,65,0,2,0,0,1,53.85,38.46,2,2,1,0,1,1,0,0,0,1,Team2
442,,,,,,,12,12,1,6,13,0,33,17,1,4,1,0,,,,,,,36,29,0,52,28,0,23,13,0,7,14,1,16,8,1,,,,48,36,2,6,6,0,2,5,0,3,13,1,14,8,1,,,,59,39,0,10,4,0,4,2,1,18,20,1,,,,,,,,,,,,,,,,,,,3,3,0,,,,16,16,0,,,,3,3,0,18,15,2,0,1,1,,,,1,8,1,,,,2,3,0,4,13,0,30,44,3,2,3,0,8,5,0,34,30,0,42,39,3,5,7,0,72,52,2,1,3,0,11,8,0,44,44,1,24,21,2,32,30,0,48,31,0,5,3,0,5,11,1,11,16,0,39,31,2,,,,18,17,0,,,,10,11,0,49,35,2,61,37,1,20,19,2,5,7,0,,,,2,3,0,3,7,0,0,1,1,24,11,1,1,2,1,,,,,,,,,,,,,11,9,1,,,,,,,,,,,,,,,,0,2,0,96,93,3,75,62,3,108,63,1,133,72,2,,,,45,42,1,25,28,3,166,113,3,83,73,2,85,88,2,59,42,1,,,,30,23,2,48,49,2,54,36,0,52,30,0,91,64,0,106,72,0,104,66,0,96,68,0,57,66,0,,,,75,72,0,95,72,0,87,66,0,69,72,0,10,11,1,1,33.33,66.67,8,12,1,1,0,0,0,1,1,1,Team2
443,,,,,,,,,,10,13,0,50,37,0,5,5,1,,,,,,,,,,,,,,,,,,,7,3,0,,,,,,,2,5,1,21,16,1,,,,4,10,0,,,,,,,5,4,1,80,49,2,9,10,0,4,4,0,,,,,,,3,6,0,5,2,0,,,,,,,,,,,,,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,1,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,34,27,1,,,,,,,30,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,24,0,,,,,,,28,12,0,,,,27,40,3,118,102,3,16,19,1,84,70,2,160,116,3,27,14,1,,,,83,64,3,,,,63,51,3,69,49,3,,,,,,,23,21,3,,,,71,72,0,83,66,0,,,,100,66,0,,,,,,,,,,,,,85,52,0,62,48,0,63,54,0,,,5,2,60,40,5,2,1,0,1,0,0,1,0,1,Team1
444,,,,,,,1,1,0,,,,,,,5,5,1,4,8,1,,,,11,4,0,,,,3,2,0,8,9,0,8,7,0,,,,23,15,0,,,,22,12,0,9,6,0,0,3,0,,,,8,5,0,,,,7,10,0,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,6,2,1,4,4,0,,,,,,,,,,,,,4,1,0,,,,,,,5,5,0,9,11,0,1,1,0,22,16,2,,,,,,,15,9,0,22,7,0,0,1,1,5,2,0,,,,,,,,,,,,,11,8,1,,,,,,,,,,,,,,,,1,2,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,2,2,0,30,31,3,95,79,3,73,54,3,73,59,3,40,24,1,54,37,3,94,65,0,99,74,3,,,,71,47,3,39,44,2,,,,,,,53,37,1,,,,,,,98,70,0,82,54,0,100,72,0,114,67,0,78,72,0,,,,116,72,0,,,,89,72,0,133,72,0,10,22,2,2,50,50,16,17,0,0,0,0,1,1,0,1,Team2
445,,,,65,36,1,1,3,1,,,,31,33,1,52,36,0,,,,59,44,1,,,,,,,33,29,0,21,21,3,,,,76,62,2,,,,,,,13,15,0,8,12,1,,,,22,12,1,7,6,1,,,,15,15,1,,,,,,,60,36,0,3,6,0,,,,51,20,1,23,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,26,31,0,11,9,0,1,2,0,14,14,1,,,,1,5,1,6,8,0,16,14,0,,,,14,12,0,,,,7,4,0,32,23,1,,,,,,,7,5,1,,,,2,4,1,3,5,1,,,,10,5,0,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,21,25,1,,,,,,,,,,,,,4,2,0,20,15,0,,,,,,,,,,87,98,3,41,43,2,41,49,3,164,76,1,119,63,3,,,,,,,75,62,3,133,72,2,108,63,1,96,93,3,25,28,3,40,36,2,45,42,1,,,,83,66,0,80,60,0,97,72,0,,,,106,59,0,,,,54,36,0,91,64,0,,,,106,72,0,96,68,0,0,3,10,12,41.67,58.33,8,13,0,0,1,1,1,0,0,0,Team2
446,,,,,,,13,7,1,,,,,,,10,16,1,,,,,,,15,21,2,,,,35,20,1,12,9,0,,,,,,,108,64,3,,,,41,35,0,46,22,0,,,,,,,,,,,,,5,2,0,3,4,0,,,,,,,41,23,0,,,,16,14,1,13,18,0,,,,,,,42,33,2,,,,5,5,1,14,16,1,,,,,,,49,34,0,,,,7,3,0,,,,17,25,2,,,,56,44,2,13,5,0,12,6,0,4,9,0,19,12,0,,,,41,42,1,8,7,1,1,2,0,11,12,1,0,1,1,,,,12,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,0,,,,20,24,3,12,6,0,13,12,1,19,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,101,3,38,27,3,83,62,2,121,88,3,55,34,1,27,22,1,12,8,1,166,113,3,83,73,2,85,88,2,,,,59,42,1,,,,,,,83,72,0,,,,88,72,0,96,66,0,72,60,0,101,66,0,,,,,,,75,72,0,,,,87,66,0,69,72,0,3,2,16,11,63.64,36.36,12,17,0,1,1,0,1,1,1,1,Team2
447,,,,20,13,0,,,,69,37,2,18,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,23,0,16,13,1,,,,,,,6,6,0,,,,0,3,1,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,1,,,,10,10,0,9,6,0,,,,,,,5,5,0,,,,,,,2,2,0,,,,,,,9,5,1,,,,,,,1,1,0,,,,,,,7,3,1,,,,,,,,,,,,,,,,,,,99,74,3,,,,,,,71,47,3,53,37,1,,,,,,,142,115,3,67,64,3,160,116,3,105,70,2,30,30,0,27,14,1,,,,,,,78,72,0,116,72,0,,,,89,72,0,133,72,0,,,,71,60,0,,,,,,,87,72,0,,,,9,12,1,2,45.45,54.55,7,14,1,0,1,1,0,1,0,1,Team2
448,,,,7,2,0,11,13,0,13,18,0,6,6,0,48,35,3,,,,0,1,1,6,2,1,37,16,1,,,,51,41,0,,,,1,1,0,8,9,0,0,1,1,,,,5,10,1,,,,,,,11,7,0,14,14,1,,,,36,30,1,,,,,,,1,1,0,,,,,,,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,24,18,1,15,13,0,10,20,1,,,,,,,,,,,,,,,,,,,,,,,,,14,15,1,35,34,1,111,57,2,21,24,1,,,,,,,7,8,1,11,13,0,22,19,2,20,22,0,,,,,,,16,20,1,17,12,0,25,17,1,8,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,124,3,41,48,3,67,81,2,59,42,1,76,43,1,,,,,,,82,93,3,,,,104,81,3,102,63,1,90,48,3,,,,,,,,,,,,,101,60,0,95,72,0,80,66,0,63,72,0,,,,83,70,0,86,62,0,114,60,0,105,72,0,81,72,0,17,11,1,2,45.45,54.55,12,18,1,1,1,1,0,1,1,0,Team1
449,,,,4,11,0,40,32,1,20,5,0,27,36,0,25,15,1,,,,10,9,0,1,1,0,,,,21,15,0,25,15,1,,,,65,42,1,11,10,1,3,4,0,26,24,0,15,16,1,,,,47,29,0,9,10,0,6,7,0,12,13,0,4,6,1,,,,80,42,0,5,12,0,6,8,0,103,56,2,22,16,0,,,,30,25,2,,,,,,,17,17,2,3,4,0,,,,12,9,0,,,,,,,,,,,,,17,8,0,,,,39,37,1,,,,19,12,1,8,3,0,17,9,0,,,,37,48,0,,,,31,21,0,19,12,0,1,2,0,,,,1,5,1,,,,4,2,0,11,7,0,34,22,1,,,,17,19,0,,,,6,6,2,0,1,1,8,8,1,,,,0,2,0,,,,19,9,1,0,1,0,24,15,1,,,,14,14,2,,,,4,4,1,,,,0,4,1,,,,29,23,0,,,,,,,,,,61,49,3,80,70,2,131,107,2,,,,85,62,1,30,19,0,12,8,1,183,109,3,133,102,1,65,62,3,26,20,2,17,23,2,28,25,2,45,42,1,96,64,0,,,,72,72,0,,,,76,48,0,,,,,,,83,54,0,70,66,0,,,,90,72,0,102,70,0,2,1,,,72.73,27.27,2,3,1,1,0,0,0,0,0,1,Team2
450,,,,,,,,,,,,,,,,,,,,,,3,8,0,14,11,0,3,4,1,4,5,0,,,,,,,5,6,0,31,34,0,5,2,0,,,,,,,,,,3,7,0,11,13,1,5,7,0,,,,,,,,,,14,13,0,38,28,2,18,11,0,,,,,,,,,,0,2,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,32,1,,,,18,9,0,26,27,1,,,,,,,20,12,2,,,,,,,18,17,1,,,,,,,2,4,1,,,,,,,45,31,2,,,,,,,24,20,0,,,,,,,13,20,1,,,,,,,13,13,1,,,,,,,12,18,1,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,174,126,2,72,70,3,109,84,3,32,29,0,118,87,3,27,14,1,,,,30,31,3,95,79,3,73,54,3,94,65,0,73,59,3,40,24,1,,,,,,,62,72,0,,,,,,,88,72,0,78,60,0,,,,98,70,0,98,68,0,114,67,0,78,48,0,100,72,0,18,9,1,2,45.45,54.55,15,12,1,0,1,1,0,0,0,0,Team1
451,,,,,,,8,4,1,6,2,0,10,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,0,12,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,0,2,5,1,,,,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,8,10,0,,,,,,,1,4,1,,,,,,,,,,,,,,,,,,,,,,2,4,0,,,,,,,,,,12,8,0,,,,12,12,1,7,4,0,,,,,,,27,14,1,,,,2,2,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,,,,,,,28,15,0,44,35,3,125,73,2,,,,,,,39,44,2,80,56,2,,,,92,79,3,75,49,3,55,38,3,57,47,3,24,29,3,,,,,,,,,,85,72,0,114,72,0,,,,,,,100,66,0,,,,,,,91,52,0,73,60,0,,,,98,66,0,9,13,3,1,30,70,7,15,0,1,1,0,1,0,1,0,Team1
452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,2,,,,80,63,0,11,11,0,2,6,0,11,13,3,6,10,0,,,,28,26,0,5,4,1,,,,2,8,0,40,33,0,,,,28,25,2,0,1,1,,,,36,12,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,,1,3,0,17,15,2,,,,,,,,,,,,,,,,,,,,,,,,,14,10,0,11,14,0,1,3,0,,,,,,,,,,,,,5,3,0,21,9,1,,,,,,,,,,1,3,0,11,7,0,,,,,,,,,,,,,7,5,0,,,,3,3,0,15,8,0,,,,,,,,,,,,,1,3,0,3,8,0,,,,,,,,,,132,101,3,56,46,2,70,44,3,32,21,1,61,49,3,80,70,2,131,107,2,85,62,1,,,,30,19,0,12,8,1,,,,,,,90,70,0,110,72,0,,,,,,,96,64,0,,,,72,72,0,76,48,0,74,66,0,,,,21,12,1,4,42.86,50,14,18,1,1,0,0,1,0,0,0,Team2
453,14,8,1,,,,5,4,1,10,4,0,4,2,1,18,20,1,,,,,,,10,4,0,52,28,0,23,13,0,7,14,1,16,8,1,,,,25,18,0,6,6,0,2,5,0,3,13,1,5,7,0,,,,18,17,1,,,,1,1,1,3,3,0,0,1,1,,,,,,,,,,2,3,0,4,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,0,,,,34,30,0,5,7,0,,,,,,,11,8,0,11,9,0,44,44,1,32,30,0,,,,,,,5,11,1,,,,11,16,0,,,,,,,,,,10,11,0,,,,49,35,2,20,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,1,,,,,,,,,,,,,,,,,,,183,109,3,133,102,1,65,62,3,28,25,2,17,23,2,,,,,,,190,123,2,31,34,3,66,72,2,81,54,1,,,,115,67,2,,,,,,,,,,70,66,0,,,,90,72,0,102,70,0,80,66,0,,,,120,66,0,97,72,0,105,72,0,66,72,0,0,3,18,11,30,70,13,18,0,0,1,1,1,1,1,1,Team2
454,,,,4,8,1,,,,11,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,8,7,0,,,,23,15,0,,,,3,8,0,,,,,,,,,,,,,,,,,,,,,,4,4,0,3,3,0,,,,,,,0,1,1,,,,0,3,0,,,,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,0,1,1,0,22,16,2,,,,,,,,,,22,7,0,0,1,1,5,2,0,,,,,,,,,,,,,11,8,1,,,,,,,,,,,,,,,,1,2,0,1,2,0,,,,,,,,,,,,,4,5,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,81,3,54,37,3,79,65,3,10,9,1,112,83,1,70,58,2,,,,58,41,3,103,73,3,59,36,3,55,50,1,71,55,2,,,,,,,,,,78,48,0,100,68,0,82,54,0,88,72,0,103,58,0,,,,71,72,0,86,66,0,98,72,0,,,,95,54,0,1,0,10,13,45.45,54.55,8,15,0,0,0,0,1,1,0,1,Team2
